date,date_year,date_month,date_day,date_quarter,date_is_month_start,date_is_month_end,returns_prc,high_low_diff_mean,high_low_diff_std,open_close_diff_mean,open_close_diff_std,high_low_diff,lag_1_high_low_diff,lag_2_high_low_diff,lag_3_high_low_diff,open_close_diff,lag_1_open_close_diff,lag_2_open_close_diff,lag_3_open_close_diff,volume,lag_1_volume,lag_2_volume,lag_3_volume,adj_close,lag_1_adj_close,lag_2_adj_close,lag_3_adj_close
2017-08-29,2017,8,29,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900.002,0.0,0.0,0.0,-3900.002,-0.577,-0.577,1.155,11.052,0.0,0.0,0.0,-750.0
2017-08-30,2017,8,30,3,0,0,-2.326,0.25,0.433,0.25,0.433,1.155,-0.577,-0.577,-0.577,1.155,-0.577,-0.577,-0.577,1.155,-0.577,-0.577,-0.515,-1.155,0.577,0.577,0.577
2017-08-31,2017,8,31,3,0,1,-7.317,2.25,3.269,1.0,1.146,1.147,-0.459,-0.688,-0.688,1.091,-0.218,-0.873,-0.873,-0.024,1.012,-0.988,-0.988,-0.726,-0.415,1.141,1.141
2017-09-01,2017,9,1,3,1,0,-23.81,4.75,3.544,3.5,3.544,0.776,0.353,-1.129,-1.34,1.129,-0.353,-0.776,-0.987,-0.762,-0.371,1.132,-1.769,0.0,-1.0,1.0,11.0
2017-09-05,2017,9,5,3,0,0,9.519,6.0,1.5,1.965,5.683,-1.0,1.0,0.0,-3.5,-1.024,0.974,0.05,-0.214,1.006,-0.994,-0.013,3.761,1.152,-0.507,-0.645,-0.369
2017-09-06,2017,9,6,3,0,0,0.0,4.0,3.775,1.215,5.774,-1.06,0.132,0.927,0.53,-0.21,-0.878,1.088,0.179,-1.02,0.979,0.041,0.501,0.218,0.873,-1.091,-1.255
2017-09-07,2017,9,7,3,0,0,0.0,1.5,2.598,-1.285,2.226,-0.577,-0.577,1.155,2.309,0.577,0.577,-1.155,3.947,-0.469,-0.679,1.148,0.291,-0.853,-0.247,1.1,-2.942
2017-09-08,2017,9,8,3,0,0,1.606,0.2,0.346,-0.2,0.346,1.155,-0.577,-0.577,12.413,-1.155,0.577,0.577,-10.551,1.145,-0.443,-0.702,1.542,0.473,-1.149,0.676,4.73
2017-09-11,2017,9,11,3,0,0,-4.766,1.885,2.762,0.36,1.182,1.148,-0.465,-0.683,-0.683,1.117,-0.812,-0.305,-0.305,1.124,-0.332,-0.792,-0.867,-0.949,1.044,-0.095,1.186
2017-09-12,2017,9,12,3,0,0,0.0,1.885,2.762,0.36,1.182,-0.683,1.148,-0.465,-0.683,-0.305,1.117,-0.812,-0.305,-0.806,1.119,-0.313,-0.766,-0.512,-0.64,1.152,0.128
2017-09-13,2017,9,13,3,0,0,0.0,1.685,2.919,0.56,0.97,-0.577,-0.577,1.155,-0.372,-0.577,-0.577,1.155,-1.196,-0.61,-0.545,1.154,-0.11,0.577,0.577,-1.155,23.094
2017-09-14,2017,9,14,3,0,0,2.174,0.25,0.433,-0.25,0.433,1.155,-0.577,-0.577,11.097,-1.155,0.577,0.577,4.457,1.152,-0.646,-0.506,3.154,-1.155,0.577,0.577,0.289
2017-09-15,2017,9,15,3,0,0,0.0,0.25,0.433,-0.25,0.433,-0.577,1.155,-0.577,-0.577,0.577,-1.155,0.577,0.577,-0.577,1.155,-0.577,-0.443,-0.577,-0.577,1.155,1.155
2017-09-18,2017,9,18,3,0,0,-3.433,1.12,1.344,0.145,0.976,1.109,-0.833,-0.275,-0.833,1.066,-0.149,-0.917,-0.149,0.028,-1.014,0.986,-1.014,1.155,-0.577,-0.577,103.353
2017-09-19,2017,9,19,3,0,0,0.0,0.87,1.507,0.395,0.684,-0.577,1.155,-0.577,-0.08,-0.577,1.155,-0.577,-1.674,-0.577,1.155,-0.577,2.747,0.577,0.577,-1.155,-1.155
2017-09-20,2017,9,20,3,0,0,-1.602,1.055,1.375,0.58,0.593,-0.364,-0.767,1.131,-0.767,-0.042,-0.978,1.02,-0.978,0.783,-1.126,0.344,-1.126,1.155,-0.577,-0.577,-0.77
2017-09-21,2017,9,21,3,0,0,-5.106,0.785,0.922,0.785,0.922,1.101,-0.25,-0.852,1.98,1.101,-0.25,-0.852,0.434,-0.27,1.107,-0.838,0.66,1.137,-0.396,-0.741,-0.741
2017-09-22,2017,9,22,3,0,0,0.0,0.785,0.922,0.785,0.922,-0.852,1.101,-0.25,-0.852,-0.852,1.101,-0.25,-0.852,-0.838,-0.27,1.107,-0.838,0.577,0.577,-1.155,-1.544
2017-09-25,2017,9,25,3,0,0,-7.111,1.4,1.249,1.4,1.249,0.801,-1.121,0.32,-0.677,0.801,-1.121,0.32,-0.677,1.13,-0.77,-0.36,0.633,-1.155,0.577,0.577,-0.115
2017-09-26,2017,9,26,3,0,0,0.0,0.8,1.386,0.8,1.386,-0.577,1.155,-0.577,0.722,-0.577,1.155,-0.577,0.722,-0.577,1.155,-0.577,-0.204,-0.577,-0.577,1.155,1.155
2017-09-27,2017,9,27,3,0,0,0.0,0.8,1.386,0.8,1.386,-0.577,-0.577,1.155,-0.577,-0.577,-0.577,1.155,-0.577,-0.577,-0.577,1.155,-0.577,0.0,0.0,0.0,1500.0
